1	0.7900717	0.0573970	0.0832803	-0.0466483	-0.1178068
2	0.1099388	1.1698204	-0.0719923	0.1086848	0.0715352
3	-0.1129723	1.1493675	0.1848520	0.0054093	0.1460824
4	-0.1284574	0.8504543	0.0246818	0.0525271	0.1489929
5	-0.1369351	-0.0700704	0.9034444	0.0727062	0.0238206
6	-0.1864898	-0.0574750	-0.0486608	-0.0308566	0.9892362
7	0.0176339	1.0694574	0.0524518	-0.1439145	-0.0325927
8	0.0243865	0.0327875	-0.0345731	0.0385815	0.8945138
9	0.1720700	0.0291723	0.1096861	0.8700550	-0.1408183
10	-0.1338582	0.9314761	0.1053415	-0.0623068	0.0812597
11	-0.1071751	1.0357937	-0.0172979	0.1000791	0.0584000
12	0.0276531	0.0547581	0.1377887	1.0126779	-0.0135631
13	-0.0144869	0.0212655	1.1476522	-0.1061040	0.0185504
14	-0.0524193	0.8942223	-0.0215740	-0.0046615	0.2283320
15	-0.1275721	-0.1130618	0.9567344	-0.1174011	-0.0480900
16	0.0007244	1.0335258	0.0079771	0.0195762	-0.1811514
17	1.0976965	-0.0001712	-0.0605201	0.1537853	0.1599245
18	-0.0493006	1.0000558	0.0514627	-0.0205289	0.1940169
19	0.0523704	-0.2395859	0.9431326	0.0247553	0.0386150
20	0.9485843	0.1590025	-0.0862304	0.0164432	0.0927269
21	1.1508770	-0.0033643	0.0944279	-0.0326501	0.0239323
22	1.0720235	0.1696159	-0.0643066	-0.1114445	0.1334799
23	-0.1363948	-0.2238277	1.0678356	0.0266159	-0.2719612
24	0.9297339	-0.0616455	0.0605466	0.0092944	0.0665603
25	-0.0892911	-0.0066196	0.0521980	-0.0658480	0.8881300
26	-0.0288787	0.0550290	-0.0517394	0.0060817	0.8989842
27	-0.0726202	0.0876652	0.0399550	1.0032162	-0.1263764
28	0.1245076	-0.0187531	0.1967631	1.0072422	-0.0249107
29	0.0315665	0.0545766	0.9738701	-0.1140982	-0.0028800
30	1.0877540	-0.0746998	0.0198341	-0.0757283	0.0936199
31	0.1026085	-0.0387841	0.8724316	-0.1754819	-0.2377608
32	-0.1709994	-0.0127893	0.8911984	0.1446782	-0.1761369
33	0.0348040	0.0609952	0.0129655	1.0516897	-0.0368725
34	0.1153309	0.0089163	0.1003245	-0.0706382	0.9088026
35	0.3023256	-0.0129164	0.0839492	1.1673516	-0.1085355
36	0.0310028	1.0856200	-0.0256885	0.0708989	0.1230124
37	-0.0502882	0.1634855	0.0870293	1.2413590	-0.0831631
38	-0.0165864	0.0353364	0.9357751	-0.1279718	0.0345834
39	1.1516363	-0.0388742	-0.0426930	-0.0104393	-0.1072314
40	-0.1451465	-0.0002195	-0.0022439	1.0371917	0.1186529
41	0.0446789	0.0732313	0.1752123	-0.0091814	1.0622762
42	1.0766157	0.0706879	-0.1893568	0.0268192	0.1261260
43	-0.0835582	0.9810410	0.0016582	-0.1322948	-0.0084340
44	0.1648013	-0.1239744	0.9299789	0.1538511	-0.0547464
45	-0.0319135	1.1498317	-0.0333476	0.1615202	-0.0083515
46	1.1719417	-0.0274837	0.0491574	-0.0934449	0.1768369
47	0.0183626	-0.0764183	1.0534115	-0.0356102	0.1363895
48	-0.1149866	1.0443379	0.0444287	0.0299158	-0.0784060
49	1.1183416	-0.0776815	0.0009547	-0.0179442	0.1295603
50	-0.0951461	-0.0805678	-0.0184841	1.1638390	-0.0675220
51	0.0582978	-0.0842475	1.0085167	-0.0677128	0.0166629
52	0.1626039	-0.1111305	1.0695827	0.0126166	-0.0150744
53	-0.0615617	-0.0285956	1.0092159	-0.0830730	-0.0669997
54	0.1209339	-0.1119475	0.9755784	0.0641726	0.0491761
55	0.0916786	0.0959600	0.2245115	-0.0437106	0.9844228
56	-0.0818884	0.8430914	-0.0243116	0.1137476	-0.0287109
57	0.0507883	1.0047730	0.0266380	0.0437264	-0.0300301
58	-0.0474087	-0.1257297	1.0290123	0.0896528	0.1322018
59	-0.0106197	0.0439129	0.0031908	1.0764142	0.0651646
60	-0.2011866	-0.0970277	0.0023460	-0.0136330	1.0995684
61	0.0474702	0.6698848	-0.1503123	0.0293857	0.1980331
62	0.1513646	0.9600846	-0.1120826	-0.0266004	-0.0575719
63	0.0734931	0.0809715	0.9957914	-0.0770492	0.0178456
64	0.0878055	-0.0605336	-0.0636111	0.9622653	-0.0117930
65	-0.1897709	1.0822245	-0.1072212	0.0565366	-0.0341670
66	1.0866673	-0.0863628	0.1105782	0.0211615	-0.2471699
67	0.1216525	0.0138075	1.0011844	0.0478983	0.1128957
68	0.0243509	0.9752663	0.0159538	0.0098018	-0.1471785
69	0.1002541	0.0443839	0.1203425	0.0018829	1.0089355
70	-0.0330358	-0.0514317	-0.0269838	1.0286782	0.0141280
71	-0.0171870	1.0875520	0.0281385	-0.1257624	0.0208045
72	0.9180229	-0.1235453	0.1663301	0.1339404	-0.0843300
73	0.0039244	0.0530834	0.8343508	-0.0144176	-0.0364022
74	-0.0523619	0.0035589	-0.0809710	0.8179774	0.1889418
75	0.0077277	1.0496175	0.0825702	0.0698162	0.1085987
76	1.0696616	0.1888349	0.0740673	0.0571027	0.0296976
77	-0.0907927	-0.0508961	0.0074354	-0.0869844	0.8916520
78	-0.1459816	0.1370447	0.0792048	0.1267243	1.0253691
79	1.2070202	-0.0336453	0.1249944	0.0472996	0.0517558
80	-0.0962510	-0.1970697	0.0566786	1.0081663	0.0567084
81	0.1086949	-0.0226988	-0.1678963	0.0540840	1.1193184
82	0.0635993	-0.1287037	-0.0061089	0.0002204	1.0547220
83	-0.0565353	0.0945263	1.0128620	0.0614732	-0.0026968
84	1.1485621	-0.0721264	0.0577300	0.0650129	-0.1877575
85	0.0876564	0.0304629	0.8390246	-0.0480806	0.0538949
86	-0.0857304	-0.0639442	0.0642801	0.0389116	1.0334203
87	0.0866357	1.0110809	0.0626730	0.0267442	-0.0882389
88	0.0076857	0.0504653	0.0251567	1.0394561	0.0517018
89	0.1003622	-0.0513587	0.9815640	0.1192570	-0.0906958
90	-0.0081299	-0.0998122	-0.0917004	-0.1335117	1.1253371
91	-0.0162453	-0.1116052	-0.0446679	1.0469114	0.1200306
92	0.0866683	-0.2371352	0.0007475	-0.1209970	1.1096099
93	0.1316145	0.0873361	1.1940272	-0.0958375	0.0655140
94	-0.0456551	0.1103143	-0.0358290	-0.0279514	0.8527380
95	1.0770947	-0.0933913	0.0927140	-0.0738519	0.0630850
96	-0.0262757	0.1295796	1.0232973	-0.0054752	-0.0449855
97	-0.0535506	-0.0459886	0.9507275	-0.0728535	0.0340533
98	0.1156083	0.0083655	1.0009195	0.0406701	0.0883306
99	0.1239219	0.1969138	0.0704690	-0.1051094	1.0924511
100	-0.0449242	1.0732304	-0.2275623	-0.0261240	0.1528772
101	0.1503523	-0.0375650	0.1580120	0.9774277	-0.0951075
102	-0.0906320	-0.0815308	0.0893453	0.1533316	0.9695540
103	0.1865845	0.0105819	0.0871008	-0.2362876	1.1559890
104	0.0409190	0.1578551	-0.1528810	1.1304918	0.1403390
105	0.7697298	0.0175633	0.1472272	-0.3678910	0.0199127
